"COD_ETU","Note : TLBC2104","Résultat : TLBC2104","Session : TLBC2104","Année : TLBC2104","Note : TLBC2204","Résultat : TLBC2204","Session : TLBC2204","Année : TLBC2204","Note : TLBC2304","Résultat : TLBC2304","Session : TLBC2304","Année : TLBC2304","Note : TLBC2404","Résultat : TLBC2404","Session : TLBC2404","Année : TLBC2404","Note : TLBC2504","Résultat : TLBC2504","Session : TLBC2504","Année : TLBC2504","Note : TLBC2604","Résultat : TLBC2604","Session : TLBC2604","Année : TLBC2604","Note : TLBC2004","Résultat : TLBC2004","Session : TLBC2004","Année : TLBC2004","Note : TLBC1104","Résultat : TLBC1104","Session : TLBC1104","Année : TLBC1104","Note : TLBC1204","Résultat : TLBC1204","Session : TLBC1204","Année : TLBC1204","Note : TLBC1304","Résultat : TLBC1304","Session : TLBC1304","Année : TLBC1304","Note : TLBC1404","Résultat : TLBC1404","Session : TLBC1404","Année : TLBC1404","Note : TLBC1504","Résultat : TLBC1504","Session : TLBC1504","Année : TLBC1504","Note : TLBC1604","Résultat : TLBC1604","Session : TLBC1604","Année : TLBC1604","Note : TLBC1004","Résultat : TLBC1004","Session : TLBC1004","Année : TLBC1004"
"18009172","11.5","V","1","2018","11,872","V","1","2018","10","V","1","2019","10","V","2","2018","10","V","1","2019","11.25","V","1","2018","10.77","V","1","2019","10","V","2","2019","10","V","2","2018","10,191","V","1","2018","13,088","V","1","2019","7.8","AC","2","2020","13","V","1","2018","10.68","V","2","2020"
"18009195","10","V","2","2019","12","V","1","2019","15.5","V","1","2019","10","V","2","2019","14","V","1","2019","12.5","V","1","2020","12,333","V","1","2020","16.05","V","1","2019","10.73","V","1","2020","11.95","V","1","2019","12,413","V","1","2019","7","AC","2","2020","11","V","1","2019","11,524","V","2","2020"
"18009708","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020",".25","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020",".042","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020",".26","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020",".043","NV","2","2020"
"18009801","11.4","V","1","2018","12","V","1","2019","10.5","V","1","2019","16","V","1","2019","18","V","1","2019","10","V","2","2018","12,983","V","1","2019","10","V","2","2019","10","V","2","2019","10","V","2","2018","10","V","2","2019","2","NV","2","2020","10","V","2","2018","8,667","NV","2","2020"
"18009802","10.1","V","1","2018","14","V","1","2019","10","V","2","2019","12","V","1","2019","20","V","1","2019","10","V","2","2018","12,683","V","2","2019","10","V","2","2019","10","V","2","2020","10","V","2","2020","10","V","2","2020","10","V","2","2020","10","V","1","2018","10","V","2","2020"
"18010359","11.1","V","1","2018","10","V","2","2018","7.5","AC","2","2019","10.5","V","1","2018","10","V","1","2019","12.25","V","1","2018","10,225","V","2","2019","10","V","2","2020","11.6","V","1","2018","10.9","V","1","2018","4.03","NV","2","2020","3.5","NV","2","2020","12","V","1","2018","8,672","NV","2","2020"
"18010406","12.8","V","1","2018","10","V","2","2018","10","V","2","2018","10","V","2","2019","7","AC","2","2019","11.5","V","1","2018","10,217","V","2","2019","10","V","2","2019","10","V","2","2018","10","V","1","2019","5,688","NV","2","2020","10","V","1","2018","10","V","1","2018","9,281","NV","2","2020"
"18010418","5","NV","2","2020","0","NRA","1","2020","10","V","2","2019","10","V","1","2019","10","V","1","2019","10","V","2","2020","7.5","NV","2","2020","7.66","NV","2","2020",".35","NV","2","2020","10","V","2","2019","2,113","NV","2","2020","10","V","2","2018","0","NRA","1","2020","5,021","NV","2","2020"
"18010541","10","V","2","2018","13","V","1","2019","8.5","AC","2","2019","12","V","1","2019","14","V","1","2019","12","V","1","2019","11,583","V","2","2019","10","V","2","2018","13.02","V","1","2020","10","V","1","2019","10","V","2","2018","7","AC","2","2020","10","V","2","2018","10,003","V","2","2020"
"18010546","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020",".25","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020",".042","NV","2","2020","10.1","V","1","2018","11,775","V","1","2018","15,936","V","1","2018","10","V","2","2018","12","V","1","2018","8.75","AC","2","2018","11,427","V","2","2018"
"18010801","0","NRA","1","2020","0","NRA","1","2020","11","V","1","2019","10","V","1","2019","0","NRA","1","2020","0","NRA","1","2020","3.5","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"18010902","10.3","V","1","2018","8","AC","2","2019","10","V","1","2019","14","V","1","2019","10","V","1","2019","12","V","1","2019","10,717","V","2","2019","5","NV","2","2020","6.46","NV","2","2020","10","V","2","2018","10","V","2","2019","10","V","2","2018","10","V","2","2019","8,577","NV","2","2020"
"18010903","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","12.45","V","1","2019","0","NRA","1","2020","0","NRA","1","2020","11","V","1","2019","3,908","NV","2","2020"
"18011046","10","V","2","2018","10","V","2","2018","12.5","V","1","2019","14","V","1","2019","13","V","1","2019","10","V","1","2018","11,583","V","1","2019","10","V","2","2018","11.15","V","1","2019","12,802","V","1","2018","10","V","2","2019","10","V","2","2020","11","V","1","2018","10,825","V","2","2020"
"18011049","10","V","2","2018","10","V","1","2019","10","V","1","2019","12","V","1","2019","10","V","1","2019","10","V","1","2018","10,333","V","1","2019","0","NRA","1","2020","0","NRA","1","2020","10","V","1","2019","0","NRA","1","2020","0","NRA","1","2020","10","V","1","2018","3,333","NV","2","2020"
"18011067","10","V","2","2018","16","V","1","2019","10","V","2","2019","16","V","1","2019","15","V","1","2019","10","V","2","2018","12,833","V","2","2019","10","V","2","2018","10","V","2","2020","10.01","V","1","2018","6,988","NV","2","2020","7","NV","2","2020","10","V","1","2019","9","NV","2","2020"
"18011192","10.3","V","1","2018","10","V","2","2018","10","V","2","2018","10","V","2","2019","2","NV","2","2020","10","V","1","2018","8,717","NV","2","2020","8","NV","2","2020","10","V","2","2018","10.3","V","1","2018","1,641","NV","2","2020","10","V","2","2018","11","V","1","2018","8.49","NV","2","2020"
"18011383","12","V","1","2018","10","V","1","2019","10","V","2","2018","14","V","1","2019","20","V","1","2019","10.5","V","1","2018","12.75","V","1","2019","10","V","2","2018","7.5","NV","2","2020","12,025","V","1","2019","11,038","V","1","2019","5","NV","2","2020","10.5","V","1","2018","9,344","NV","2","2020"
"18011523","10","V","2","2018","10","V","1","2019","10","V","2","2018","10","V","2","2019","2","NV","2","2020","10","V","1","2018","8,667","NV","2","2020","10","V","2","2020","7","NV","2","2020","10","V","1","2018","7,638","NV","2","2020","3","NV","2","2020","10,125","V","1","2018","7,961","NV","2","2020"
"18011527","11.3","V","1","2018","10","V","2","2018","10","V","2","2018","11.6","V","1","2018","14","V","1","2019","10.75","V","1","2018","11,275","V","1","2019","10","V","2","2019","10","V","2","2020","12,648","V","1","2018","3.9","NV","2","2020","3","NV","2","2020","12.5","V","1","2018","8,675","NV","2","2020"
"18012792","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","10","V","2","2019","0","NRA","1","2020","15","V","1","2019","4,167","NV","2","2020","10","V","2","2019","0","NRA","1","2020","10","V","2","2019","4,225","NV","2","2020","10","V","2","2019","16","V","1","2019","8,371","NV","2","2020"
"19000495","10.5","V","1","2019","11","V","1","2019","10","V","2","2019","14","V","1","2019","18","V","1","2019","13.5","V","1","2019","12,833","V","2","2019","7.66","NV","2","2020","10","V","2","2020","10","V","2","2019","10,321","V","1","2020","5","NV","2","2020","10","V","2","2019","8.83","NV","2","2020"
"19000538","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"19000584","18","V","1","2019","16.5","V","1","2019","13.5","V","1","2019","10","V","1","2019","16","V","1","2019","13","V","1","2019","14.5","V","1","2019","11.3","V","1","2019","10","V","1","2020","12,725","V","1","2019","10","V","2","2019","13.5","V","1","2020","12","V","1","2019","11,588","V","1","2020"
"19000686","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020",".25","NV","2","2020","0","NRA","1","2020","15.5","V","1","2019","2,625","NV","2","2020","16","V","1","2019","15,825","V","1","2019","17.65","V","1","2019","15.85","V","1","2019","12.6","V","1","2019","16","V","1","2019","15,654","V","1","2019"
"19000788","10","V","2","2019","15","V","1","2019","10","V","2","2019","8","AC","2","2020","18","V","1","2019","12","V","1","2019","12,167","V","2","2020","10","V","2","2019","10","V","1","2019","10,675","V","1","2019","9.6","AC","2","2019","9.8","AC","2","2019","10","V","2","2019","10,013","V","2","2019"
"19001078","11.5","V","1","2019","15","V","1","2019","10","V","2","2019","18","V","1","2019","12","V","1","2019","12","V","1","2019","13,083","V","2","2019","10","V","2","2019","1.07","NV","2","2020","13.05","V","1","2019","3.9","NV","2","2020","4","NV","2","2020","11.5","V","1","2019","7,253","NV","2","2020"
"19001577","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"19002096","15","V","1","2019","11","V","1","2019","12.5","V","1","2019","16","V","1","2019","14","V","1","2019","11.5","V","1","2019","13,333","V","1","2019","11","V","1","2020","10","V","1","2019","14.7","V","1","2019","10,875","V","1","2020","7","AC","2","2020","13.25","V","1","2019","11,138","V","2","2020"
"19002148","13","V","1","2019","11","V","1","2019","10.5","V","1","2019","16","V","1","2019","10","V","1","2019","14","V","1","2019","12,417","V","1","2019","10","V","2","2019","10","V","2","2020","11,375","V","1","2019","10","V","2","2019","10","V","2","2020","10","V","1","2019","10,229","V","2","2020"
"19002300","13","V","1","2019","15","V","1","2019","10","V","2","2019","14","V","1","2019","12","V","1","2019","11","V","1","2019","12.5","V","2","2019","7","AC","2","2020","11.59","V","1","2020","10","V","2","2020","10,075","V","1","2020","12","V","1","2020","10","V","1","2020","10,111","V","2","2020"
"19002392","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"19002510","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020",".25","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020",".042","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"19002667","10","V","1","2020","0","NRA","1","2020","4.75","NV","2","2020","7","NV","2","2020",".5","NV","2","2020","5.5","NV","2","2020","4,625","NV","2","2020","7.33","NV","2","2020","3","NV","2","2020","10","V","2","2020","4,761","NV","2","2020","3.5","NV","2","2020","12","V","1","2020","6,765","NV","2","2020"
"19002743","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020",".25","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020",".042","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","10,025","V","1","2019","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","1,671","NV","2","2020"
"19003121","18","V","1","2019","16","V","1","2019","12","V","1","2019","8","AC","2","2020","20","V","1","2019","16","V","1","2019","15","V","2","2020","7","NV","2","2020","8.5","NV","2","2020","14","V","1","2019","5,834","NV","2","2020","7","NV","2","2020","14","V","1","2019","9,389","NV","2","2020"
"19003262","14","V","1","2019","16","V","1","2019","10","V","2","2019","18","V","1","2019","19","V","1","2019","16","V","1","2019","15.5","V","2","2019","10","V","2","2020","10","V","2","2020","10","V","1","2020","9.5","AC","2","2020","7.5","AC","2","2020","13","V","1","2019","10","V","2","2020"
"19003904","10","V","2","2019","4","NV","2","2020","11.5","V","1","2019","0","NRA","1","2020","16","V","1","2019","13","V","1","2019","9,083","NV","2","2020","6.75","NV","2","2020","4","NV","2","2020","13.8","V","1","2019","11,388","V","1","2019","5","NV","2","2020","11","V","1","2019","8,656","NV","2","2020"
"19003938","15.5","V","1","2019","0","NRA","1","2020","10","V","2","2019","12","V","1","2019","11","V","1","2019","11","V","1","2019","9,917","NV","2","2020","8.5","NV","2","2020",".16","NV","2","2020","10","V","2","2020",".715","NV","2","2020","0","NRA","1","2020","10","V","1","2020","4,896","NV","2","2020"
"19004025","14","V","1","2019","10","V","1","2019","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","4","NV","2","2020","10","V","2","2019","0","NRA","1","2020","10.75","V","1","2019","0","NRA","1","2020","0","NRA","1","2020","11","V","1","2019","5,292","NV","2","2020"
"19004103","16","V","1","2019","17","V","1","2019","10","V","2","2019","12","V","1","2019","16","V","1","2019","12","V","1","2019","13,833","V","2","2019","10","V","2","2020","10","V","2","2020","10,725","V","1","2019","7,087","NV","2","2020","7.5","NV","2","2020","12.25","V","1","2019","9,594","NV","2","2020"
"19004106","18","V","1","2019","10","V","1","2019","14.5","V","1","2019","14","V","1","2019","20","V","1","2019","17","V","1","2019","15,583","V","1","2019","13.4","V","1","2019","13.8","V","1","2019","15,275","V","1","2019","11,725","V","1","2019","12","V","1","2020","16.25","V","1","2019","13,742","V","1","2020"
"19004141","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","12","V","1","2019","2","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","10","V","2","2019","0","NRA","1","2020","1,667","NV","2","2020"
"19004154","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"19004170","13.5","V","1","2019","10","V","1","2019","10","V","2","2019","14","V","1","2019","13","V","1","2019","15","V","1","2019","12,583","V","2","2019","10","V","2","2019","10,275","V","1","2019","10.85","V","1","2019","8,125","AC","2","2020","11","V","1","2020","14","V","1","2019","10,708","V","2","2020"
"19004207","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"19004319","13","V","1","2020","14","V","1","2019","10","V","2","2020","10","V","2","2019","15","V","1","2019","12.5","V","1","2019","12,417","V","2","2020","8","AC","2","2020","10.7","V","1","2019","10","V","2","2019","10.15","V","1","2019","12","V","1","2020","10","V","2","2019","10,142","V","2","2020"
"19004333","14","V","1","2019","15","V","1","2019","13.5","V","1","2019","14","V","1","2019","18","V","1","2019","14.5","V","1","2019","14,833","V","1","2019","12.5","V","1","2020","4.7","NV","2","2020","10","V","2","2020","4,063","NV","2","2020","1.5","NV","2","2020","10","V","2","2019","7,127","NV","2","2020"
"19004380","13.5","V","1","2019","10","V","1","2019","10.5","V","1","2019","0","NRA","1","2020","18","V","1","2019","14","V","1","2019","11","NV","2","2020","11.15","V","1","2019","10,025","V","1","2019","13,325","V","1","2019","11,313","V","1","2019","10","V","2","2020","10","V","1","2019","10,969","V","2","2020"
"19004442","18.5","V","1","2019","18","V","1","2019","16.5","V","1","2019","14","V","1","2019","20","V","1","2019","10","V","1","2019","16,167","V","1","2019","12.2","V","1","2019","10","V","1","2019","14,075","V","1","2019","10","V","2","2019","10","V","2","2020","13.75","V","1","2019","11,671","V","2","2020"
"19004460","12","V","1","2019","10","V","1","2019","10","V","1","2019","14","V","1","2019","16","V","1","2019","13","V","1","2019","12.5","V","1","2019","10","V","2","2020","7","NV","2","2020","10.25","V","1","2019","10","V","2","2019","6","NV","2","2020","11","V","1","2019","9,042","NV","2","2020"
"19004493","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020",".25","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020",".042","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"19004517","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"19004541","10","V","2","2020","10","V","1","2020","12","V","1","2019","10","V","2","2019","18","V","1","2019","13","V","1","2019","12,167","V","2","2020","10","V","2","2019","9.56","AC","2","2020","10,075","V","1","2019","10.5","V","1","2019","10","V","2","2020","10","V","1","2019","10,023","V","2","2020"
"19004609","13","V","1","2019","16","V","1","2019","10","V","2","2019","16","V","1","2019","18","V","1","2019","15","V","1","2019","14,667","V","2","2019","10","V","2","2020","12.51","V","1","2020","10","V","2","2019","8.5","AC","2","2020","11","V","1","2020","11","V","1","2019","10,502","V","2","2020"
"19004636","14.5","V","1","2019","14","V","1","2019","10","V","2","2019","16","V","1","2019","16","V","1","2019","13","V","1","2019","13,917","V","2","2019","10","V","2","2020","7","AC","2","2020","13.2","V","1","2019","10","V","2","2019","10","V","2","2019","11","V","1","2019","10.2","V","2","2020"
"19004827","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"19005067","17.5","V","1","2019","14","V","1","2019","11.5","V","1","2019","16","V","1","2019","16","V","1","2019","14","V","1","2019","14,833","V","1","2019","11.4","V","1","2019","13","V","1","2020","11.55","V","1","2019","11,175","V","1","2019","14","V","1","2020","11","V","1","2019","12,021","V","1","2020"
"19005094","8","NV","2","2020","0","NRA","1","2020","2.8","NV","2","2020",".25","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","1,842","NV","2","2020","10","V","2","2020","10","V","2","2020","10","V","2","2020","4,063","NV","2","2020","7.5","NV","2","2020","0","NRA","1","2020","6,927","NV","2","2020"
"19005108","17.5","V","1","2019","14","V","1","2019","10","V","2","2019","10","V","2","2019","16","V","1","2019","12","V","1","2019","13.25","V","2","2019","8.25","AC","2","2020","14.05","V","1","2020","13.5","V","1","2020","14,159","V","1","2020","10.1","V","1","2019","10","V","1","2020","11,677","V","2","2020"
"19005115","15.5","V","1","2019","13","V","1","2019","10","V","1","2019","14","V","1","2019","12","V","1","2019","12.5","V","1","2019","12,833","V","1","2019","10.6","V","1","2019","10.8","V","1","2019","13.85","V","1","2019","10,563","V","1","2019","2","NV","2","2020","13.5","V","1","2019","10,219","NV","2","2020"
"19005132","19.5","V","1","2019","15","V","1","2019","18","V","1","2019","12","V","1","2019","18","V","1","2019","14","V","1","2019","16,083","V","1","2019","10","V","2","2019","10.36","V","1","2020","12.5","V","1","2019","8,613","AC","2","2020","10","V","2","2019","10","V","2","2019","10,246","V","2","2020"
"19005187","17","V","1","2019","14","V","1","2019","10.5","V","1","2019","14","V","1","2019","14","V","1","2019","16","V","1","2019","14.25","V","1","2019","7.25","AC","2","2020","10.25","V","1","2019","10.7","V","1","2019","14,038","V","1","2019","7.9","AC","2","2020","10","V","1","2019","10,023","V","2","2020"
"19005192","13.5","V","1","2019","9","NV","2","2020","5.5","NV","2","2020","12","V","1","2019","3","NV","2","2020","12","V","1","2019","9,167","NV","2","2020","6","NV","2","2020","10","V","2","2020","10","V","2","2019","4,973","NV","2","2020","10","V","2","2019","11","V","1","2019","8,662","NV","2","2020"
"19005200","11","V","1","2019","5","NV","2","2020","7","NV","2","2020","12","V","1","2019","2","NV","2","2020","10","V","2","2019","7,833","NV","2","2020","5.5","NV","2","2020","1.08","NV","2","2020","10,375","V","1","2019","3,575","NV","2","2020","4","NV","2","2020","11","V","1","2019","5,922","NV","2","2020"
"19005276","10","V","2","2019","16.5","V","1","2019","11.5","V","1","2019","14","V","1","2019","20","V","1","2019","10","V","1","2020","13,667","V","1","2020","10.2","V","1","2019","12.7","V","1","2019","10.5","V","1","2019","9,538","AC","2","2019","7.8","AC","2","2019","10","V","1","2019","10,123","V","2","2019"
"19005464","11.5","V","1","2019","16","V","1","2019","14","V","1","2019","16","V","1","2019","14","V","1","2019","14.5","V","1","2019","14,333","V","1","2019","12","V","1","2019","12.1","V","1","2019","15,075","V","1","2019","11,225","V","1","2019","10","V","1","2020","13.75","V","1","2019","12,358","V","1","2020"
"19005497","13.5","V","1","2019","18","V","1","2019","10.5","V","1","2019","12","V","1","2019","18","V","1","2019","15","V","1","2019","14.5","V","1","2019","10","V","2","2019","10.94","V","1","2020","11.6","V","1","2019","12,113","V","1","2019","11","V","1","2020","12","V","1","2019","11,276","V","1","2020"
"19005500","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020",".25","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020",".042","NV","2","2020","0","NRA","1","2020","10","V","2","2019","10.3","V","1","2019","0","NRA","1","2020","0","NRA","1","2020","13","V","1","2019","5.55","NV","2","2020"
"19005535","11.5","V","1","2019","7","NV","2","2020","10","V","2","2019","8","NV","2","2020","1","NV","2","2020","13.5","V","1","2019","8.5","NV","2","2020","10","V","2","2020","10.3","V","1","2020","10","V","2","2019","5.2","NV","2","2020","3.5","NV","2","2020","10.5","V","1","2019","8.25","NV","2","2020"
"19005546","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"19005548","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020",".25","NV","2","2020","0","NRA","1","2020","15","V","1","2019","2,542","NV","2","2020","10.6","V","1","2019","8.55","AC","2","2019","12.3","V","1","2019","8.6","AC","2","2019","8.8","AC","2","2019","12","V","1","2019","10,142","V","2","2019"
"19005898","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020",".25","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020",".042","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","10,925","V","1","2019","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","1,821","NV","2","2020"
"19006869","9","AC","2","2019","10","V","1","2019","11","V","1","2019","14","V","1","2019","15","V","1","2019","14","V","1","2019","12,167","V","2","2019","4.25","NV","2","2020","2.25","NV","2","2020","10","V","2","2019","5,363","NV","2","2020","5","NV","2","2020","14","V","1","2019","6,811","NV","2","2020"
"19007033","10","V","1","2020","8","NV","2","2020","7.3","NV","2","2020","12","V","1","2020","7","NV","2","2020","11","V","1","2020","9,217","NV","2","2020","12","V","1","2020","8.5","NV","2","2020","10","V","2","2020","8,661","NV","2","2020","4","NV","2","2020","13","V","1","2020","9.36","NV","2","2020"
"19007216","13","V","1","2020","13","V","1","2019","8.15","AC","2","2020","12","V","1","2019","17.5","V","1","2020","14","V","1","2020","12,942","V","2","2020","10","V","2","2019","10,075","V","1","2019","11.1","V","1","2019","10","V","2","2019","11.4","V","1","2019","10","V","2","2019","10,429","V","2","2019"
"19007333","14.5","V","1","2019","11","V","1","2019","11.5","V","1","2019","12","V","1","2019","12","V","1","2019","14","V","1","2019","12.5","V","1","2019","12","V","1","2020","13.11","V","1","2020","11","V","1","2020","7,475","AC","2","2020","14.5","V","1","2020","15","V","1","2020","12,181","V","2","2020"
"19007344","18","V","1","2019","7.5","AC","2","2020","13","V","1","2019","14","V","1","2019","16","V","1","2019","13","V","1","2019","13,583","V","2","2020","10","V","2","2020","10","V","2","2020","12.45","V","1","2019","3,429","NV","2","2020","1","NV","2","2020","11.75","V","1","2019","8,105","NV","2","2020"
"19007464","19.5","V","1","2019","15","V","1","2019","15.5","V","1","2019","14","V","1","2019","20","V","1","2019","17","V","1","2019","16,833","V","1","2019","12.4","V","1","2019","10","V","2","2020","12.9","V","1","2019","10","V","2","2019","10","V","2","2020","15","V","1","2019","11,717","V","2","2020"
"19007628","16","V","1","2019","15","V","1","2019","11","V","1","2019","14","V","1","2019","18","V","1","2019","16","V","1","2019","15","V","1","2019","11.9","V","1","2019","10","V","2","2019","12,625","V","1","2019","7","AC","2","2020","11","V","1","2020","12.5","V","1","2019","10,838","V","2","2020"
"19007975","16.5","V","1","2019","13","V","1","2019","11","V","1","2019","14","V","1","2019","16","V","1","2019","14","V","1","2019","14,083","V","1","2019","10","V","2","2019","3,462","NV","2","2020","11.1","V","1","2019","5.2","NV","2","2020","3","NV","2","2020","14","V","1","2019","7,794","NV","2","2020"
"19008101","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","11.15","V","1","2019","0","NRA","1","2020","10","V","2","2019","15","V","1","2019","6,025","NV","2","2020"
"19008212","10","V","2","2019","16","V","1","2019","10","V","2","2019","14","V","1","2019","20","V","1","2019","11","V","1","2019","13.5","V","2","2019","7.33","AC","2","2020","11.3","V","1","2019","10","V","2","2020","14,925","V","1","2020","16","V","1","2020","10","V","1","2020","11,593","V","2","2020"
"19008394","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"19008595","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"19008736","18.5","V","1","2020","14","V","1","2020","11.4","V","1","2020","12","V","1","2020","10","V","2","2020","17","V","1","2020","13,817","V","2","2020","18","V","1","2020","16.85","V","1","2020","18","V","1","2020","14,614","V","1","2020","10","V","1","2020","13","V","1","2020","15,077","V","1","2020"
"19008751","16","V","1","2019","16.5","V","1","2019","12.5","V","1","2019","12","V","1","2019","20","V","1","2019","10","V","1","2019","14.5","V","1","2019","10","V","2","2019","10.5","V","1","2019","10","V","2","2019","10,538","V","1","2019","9","AC","2","2020","10","V","2","2019","10,006","V","2","2020"
"19008789","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","10.75","V","1","2019","0","NRA","1","2020","0","NRA","1","2020","13","V","1","2019","3,958","NV","2","2020"
"19008890","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
